test_code,qc_code,date,analyte,value
PATY,C-PATY2,1/19/2022,phe,443
PATY,C-PATY3,1/19/2022,phe,1340
PATY,C-PATY1,1/20/2022,phe,44.73510896
PATY,C-PATY2,1/20/2022,phe,438
PATY,C-PATY3,1/20/2022,phe,1310
PATY,C-PATY1,1/21/2022,phe,45.4
PATY,C-PATY1,1/21/2022,phe,47.9
PATY,C-PATY2,1/21/2022,phe,373
PATY,C-PATY2,1/21/2022,phe,449
PATY,C-PATY3,1/21/2022,phe,1350
PATY,C-PATY3,1/21/2022,phe,1450
PATY,C-PATY1,1/22/2022,phe,43.7
PATY,C-PATY2,1/22/2022,phe,466
PATY,C-PATY3,1/22/2022,phe,1420
PATY,C-PATY1,1/23/2022,phe,46.1
PATY,C-PATY1,1/23/2022,phe,50.9
PATY,C-PATY2,1/23/2022,phe,398
PATY,C-PATY2,1/23/2022,phe,463
PATY,C-PATY3,1/23/2022,phe,1330
PATY,C-PATY3,1/23/2022,phe,1470
PATY,C-PATY1,1/26/2022,phe,52.3
PATY,C-PATY2,1/26/2022,phe,434
PATY,C-PATY3,1/26/2022,phe,1500
PATY,C-PATY1,1/27/2022,phe,49.3
PATY,C-PATY2,1/27/2022,phe,450
PATY,C-PATY3,1/27/2022,phe,1570
PATY,C-PATY1,1/28/2022,phe,43
PATY,C-PATY1,1/28/2022,phe,48.7
PATY,C-PATY2,1/28/2022,phe,434
PATY,C-PATY2,1/28/2022,phe,458
PATY,C-PATY3,1/28/2022,phe,1420
PATY,C-PATY3,1/28/2022,phe,1480
PATY,C-PATY1,1/29/2022,phe,47.7
PATY,C-PATY2,1/29/2022,phe,476
PATY,C-PATY3,1/29/2022,phe,1540
PATY,C-PATY1,1/30/2022,phe,48.7
PATY,C-PATY2,1/30/2022,phe,489
PATY,C-PATY3,1/30/2022,phe,1480
PATY,C-PATY1,2/2/2022,phe,51.3
PATY,C-PATY2,2/2/2022,phe,514
PATY,C-PATY3,2/2/2022,phe,1410
PATY,C-PATY1,2/3/2022,phe,50.2
PATY,C-PATY2,2/3/2022,phe,445
PATY,C-PATY3,2/3/2022,phe,1360
PATY,C-PATY1,2/4/2022,phe,53.9
PATY,C-PATY2,2/4/2022,phe,462
PATY,C-PATY3,2/4/2022,phe,1380
PATY,C-PATY1,2/5/2022,phe,52.4
PATY,C-PATY2,2/5/2022,phe,460
PATY,C-PATY3,2/5/2022,phe,1540
PATY,C-PATY1,2/6/2022,phe,56.5
PATY,C-PATY2,2/6/2022,phe,444
PATY,C-PATY3,2/6/2022,phe,1410
PATY,C-PATY1,2/9/2022,phe,48.8
PATY,C-PATY2,2/9/2022,phe,431
PATY,C-PATY3,2/9/2022,phe,1500
PATY,C-PATY1,2/10/2022,phe,53.4
PATY,C-PATY2,2/10/2022,phe,437
PATY,C-PATY3,2/10/2022,phe,1490
PATY,C-PATY1,2/11/2022,phe,48.4
PATY,C-PATY2,2/11/2022,phe,450
PATY,C-PATY3,2/11/2022,phe,1400
PATY,C-PATY1,2/12/2022,phe,43.9
PATY,C-PATY2,2/12/2022,phe,451
PATY,C-PATY3,2/12/2022,phe,1360
PATY,C-PATY1,2/13/2022,phe,50.9
PATY,C-PATY2,2/13/2022,phe,453
PATY,C-PATY3,2/13/2022,phe,1410
PATY,C-PATY1,2/16/2022,phe,57.1
PATY,C-PATY1,2/16/2022,phe,57.9
PATY,C-PATY1,2/16/2022,phe,59.1
PATY,C-PATY1,2/16/2022,phe,60.3
PATY,C-PATY1,2/16/2022,phe,47.2
PATY,C-PATY1,2/16/2022,phe,67.3
PATY,C-PATY2,2/16/2022,phe,476
PATY,C-PATY3,2/16/2022,phe,1440
PATY,C-PATY1,2/17/2022,phe,59.2
PATY,C-PATY1,2/17/2022,phe,57.1
PATY,C-PATY1,2/17/2022,phe,58.5
PATY,C-PATY1,2/17/2022,phe,59.4
PATY,C-PATY1,2/17/2022,phe,46.8
PATY,C-PATY1,2/17/2022,phe,60.5
PATY,C-PATY2,2/17/2022,phe,451
PATY,C-PATY3,2/17/2022,phe,1440
PATY,C-PATY1,2/18/2022,phe,47.8
PATY,C-PATY2,2/18/2022,phe,446
PATY,C-PATY3,2/18/2022,phe,1480
PATY,C-PATY1,2/19/2022,phe,58.5
PATY,C-PATY1,2/19/2022,phe,51.3
PATY,C-PATY2,2/19/2022,phe,487
PATY,C-PATY3,2/19/2022,phe,1550
PATY,C-PATY1,2/20/2022,phe,65.3
PATY,C-PATY1,2/20/2022,phe,50.9
PATY,C-PATY2,2/20/2022,phe,473
PATY,C-PATY3,2/20/2022,phe,1420
PATY,C-PATY3,2/20/2022,phe,1390
PATY,C-PATY1,2/23/2022,phe,51.6
PATY,C-PATY2,2/23/2022,phe,496
PATY,C-PATY3,2/23/2022,phe,1410
PATY,C-PATY1,2/24/2022,phe,65.7
PATY,C-PATY1,2/24/2022,phe,49.3
PATY,C-PATY2,2/24/2022,phe,527
PATY,C-PATY3,2/24/2022,phe,1350
PATY,C-PATY3,2/24/2022,phe,1410
PATY,C-PATY1,2/25/2022,phe,62.8
PATY,C-PATY1,2/25/2022,phe,49
PATY,C-PATY2,2/25/2022,phe,459
PATY,C-PATY3,2/25/2022,phe,1380
PATY,C-PATY3,2/25/2022,phe,1420
PATY,C-PATY1,2/26/2022,phe,61.5
PATY,C-PATY1,2/26/2022,phe,49.4
PATY,C-PATY2,2/26/2022,phe,453
PATY,C-PATY2,2/26/2022,phe,498
PATY,C-PATY3,2/26/2022,phe,1480
PATY,C-PATY3,2/26/2022,phe,1480
PATY,C-PATY3,2/26/2022,phe,1560
PATY,C-PATY1,2/27/2022,phe,45
PATY,C-PATY1,2/27/2022,phe,62.5
PATY,C-PATY2,2/27/2022,phe,486
PATY,C-PATY3,2/27/2022,phe,1450
PATY,C-PATY3,2/27/2022,phe,1460
PATY,C-PATY1,3/2/2022,phe,48.2
PATY,C-PATY2,3/2/2022,phe,485
PATY,C-PATY3,3/2/2022,phe,1370
PATY,C-PATY1,3/3/2022,phe,62.4
PATY,C-PATY1,3/3/2022,phe,44.4
PATY,C-PATY2,3/3/2022,phe,437
PATY,C-PATY2,3/3/2022,phe,468
PATY,C-PATY3,3/3/2022,phe,1450
PATY,C-PATY3,3/3/2022,phe,1530
PATY,C-PATY1,3/4/2022,phe,62.6
PATY,C-PATY1,3/4/2022,phe,50
PATY,C-PATY2,3/4/2022,phe,483
PATY,C-PATY2,3/4/2022,phe,513
PATY,C-PATY3,3/4/2022,phe,1370
PATY,C-PATY3,3/4/2022,phe,1460
PATY,C-PATY1,3/5/2022,phe,48.2
PATY,C-PATY2,3/5/2022,phe,437
PATY,C-PATY3,3/5/2022,phe,1530
PATY,C-PATY1,3/6/2022,phe,48.5
PATY,C-PATY2,3/6/2022,phe,434
PATY,C-PATY3,3/6/2022,phe,1460
PATY,C-PATY1,3/9/2022,phe,46.6
PATY,C-PATY2,3/9/2022,phe,464
PATY,C-PATY3,3/9/2022,phe,1440
PATY,C-PATY1,3/10/2022,phe,44.2
PATY,C-PATY2,3/10/2022,phe,459
PATY,C-PATY3,3/10/2022,phe,1350
PATY,C-PATY1,3/11/2022,phe,48.3
PATY,C-PATY2,3/11/2022,phe,464
PATY,C-PATY3,3/11/2022,phe,1620
PATY,C-PATY1,3/12/2022,phe,47.1
PATY,C-PATY2,3/12/2022,phe,476
PATY,C-PATY3,3/12/2022,phe,1460
PATY,C-PATY1,3/13/2022,phe,47.5
PATY,C-PATY2,3/13/2022,phe,444
PATY,C-PATY3,3/13/2022,phe,1390
PATY,C-PATY1,3/16/2022,phe,43
PATY,C-PATY2,3/16/2022,phe,498
PATY,C-PATY3,3/16/2022,phe,1590
PATY,C-PATY1,3/17/2022,phe,52.4
PATY,C-PATY2,3/17/2022,phe,525
PATY,C-PATY3,3/17/2022,phe,1320
PATY,C-PATY1,3/18/2022,phe,46.8
PATY,C-PATY1,3/18/2022,phe,46.3
PATY,C-PATY2,3/18/2022,phe,441
PATY,C-PATY2,3/18/2022,phe,464
PATY,C-PATY3,3/18/2022,phe,1590
PATY,C-PATY3,3/18/2022,phe,1650
PATY,C-PATY1,3/19/2022,phe,43.1
PATY,C-PATY2,3/19/2022,phe,492
PATY,C-PATY3,3/19/2022,phe,1500
PATY,C-PATY1,3/20/2022,phe,49.7
PATY,C-PATY2,3/20/2022,phe,469
PATY,C-PATY3,3/20/2022,phe,1420
PATY,C-PATY1,3/23/2022,phe,47
PATY,C-PATY2,3/23/2022,phe,505
PATY,C-PATY3,3/23/2022,phe,1500
PATY,C-PATY1,3/24/2022,phe,51.1
PATY,C-PATY2,3/24/2022,phe,468
PATY,C-PATY3,3/24/2022,phe,1470
PATY,C-PATY1,3/25/2022,phe,50.4
PATY,C-PATY2,3/25/2022,phe,523
PATY,C-PATY3,3/25/2022,phe,1300
PATY,C-PATY1,3/26/2022,phe,53
PATY,C-PATY2,3/26/2022,phe,487
PATY,C-PATY3,3/26/2022,phe,1440
PATY,C-PATY1,3/27/2022,phe,47.3
PATY,C-PATY2,3/27/2022,phe,493
PATY,C-PATY1,3/30/2022,phe,47.5
PATY,C-PATY2,3/30/2022,phe,479
PATY,C-PATY1,3/31/2022,phe,51.7
PATY,C-PATY2,3/31/2022,phe,496
PATY,C-PATY1,4/2/2022,phe,51.7
PATY,C-PATY2,4/2/2022,phe,469
PATY,C-PATY1,4/6/2022,phe,62.9
PATY,C-PATY1,4/6/2022,phe,62.5
PATY,C-PATY2,4/6/2022,phe,464
PATY,C-PATY1,4/8/2022,phe,63.2
PATY,C-PATY1,4/9/2022,phe,60.4
PATY,C-PATY2,4/9/2022,phe,483
PATY,C-PATY3,4/9/2022,phe,1460
PATY,C-PATY1,4/13/2022,phe,73.2
PATY,C-PATY2,4/13/2022,phe,496
PATY,C-PATY3,4/13/2022,phe,1450
PATY,C-PATY1,4/14/2022,phe,64.5
PATY,C-PATY2,4/14/2022,phe,488
PATY,C-PATY3,4/14/2022,phe,1560
PATY,C-PATY1,4/16/2022,phe,57.9
PATY,C-PATY2,4/16/2022,phe,489
PATY,C-PATY3,4/16/2022,phe,1360
PATY,C-PATY1,4/17/2022,phe,56.7
PATY,C-PATY2,4/17/2022,phe,453
PATY,C-PATY3,4/17/2022,phe,1460
PATY,C-PATY1,4/20/2022,phe,60.5
PATY,C-PATY2,4/20/2022,phe,461
PATY,C-PATY3,4/20/2022,phe,1300
PATY,C-PATY1,4/22/2022,phe,61.4
PATY,C-PATY1,4/22/2022,phe,61.5
PATY,C-PATY2,4/22/2022,phe,517
PATY,C-PATY2,4/22/2022,phe,519
PATY,C-PATY3,4/22/2022,phe,1370
PATY,C-PATY3,4/22/2022,phe,1390
PATY,C-PATY1,4/23/2022,phe,61.2
PATY,C-PATY2,4/23/2022,phe,449
PATY,C-PATY3,4/23/2022,phe,1330
PATY,C-PATY1,4/24/2022,phe,56.7
PATY,C-PATY2,4/24/2022,phe,530
PATY,C-PATY3,4/24/2022,phe,1400
PATY,C-PATY1,4/27/2022,phe,53.5
PATY,C-PATY2,4/27/2022,phe,506
PATY,C-PATY3,4/27/2022,phe,1450
PATY,C-PATY1,4/29/2022,phe,55.3
PATY,C-PATY2,4/29/2022,phe,430
PATY,C-PATY3,4/29/2022,phe,1410
PATY,C-PATY1,5/1/2022,phe,59.3
PATY,C-PATY2,5/1/2022,phe,455
PATY,C-PATY3,5/1/2022,phe,1490
PATY,C-PATY1,5/4/2022,phe,54.3
PATY,C-PATY2,5/4/2022,phe,455
PATY,C-PATY3,5/4/2022,phe,1300
PATY,C-PATY1,5/5/2022,phe,56.2
PATY,C-PATY2,5/5/2022,phe,453
PATY,C-PATY3,5/5/2022,phe,1400
PATY,C-PATY1,5/6/2022,phe,52
PATY,C-PATY1,5/6/2022,phe,64.4
PATY,C-PATY2,5/6/2022,phe,446
PATY,C-PATY2,5/6/2022,phe,470
PATY,C-PATY3,5/6/2022,phe,1550
PATY,C-PATY3,5/6/2022,phe,1520
PATY,C-PATY1,5/8/2022,phe,62.8
PATY,C-PATY2,5/8/2022,phe,471
PATY,C-PATY3,5/8/2022,phe,1330
PATY,C-PATY1,5/12/2022,phe,56
PATY,C-PATY2,5/12/2022,phe,413
PATY,C-PATY3,5/12/2022,phe,1360
PATY,C-PATY1,5/14/2022,phe,58
PATY,C-PATY2,5/14/2022,phe,420
PATY,C-PATY3,5/14/2022,phe,1420
PATY,C-PATY1,5/15/2022,phe,61.5
PATY,C-PATY2,5/15/2022,phe,430
PATY,C-PATY3,5/15/2022,phe,1340
PATY,C-PATY1,5/18/2022,phe,60.8
PATY,C-PATY2,5/18/2022,phe,481
PATY,C-PATY3,5/18/2022,phe,1500
PATY,C-PATY1,5/20/2022,phe,56.4
PATY,C-PATY2,5/20/2022,phe,428
PATY,C-PATY3,5/20/2022,phe,1470
PATY,C-PATY1,5/22/2022,phe,60.5
PATY,C-PATY2,5/22/2022,phe,424
PATY,C-PATY3,5/22/2022,phe,1470
PATY,C-PATY1,5/26/2022,phe,57.6
PATY,C-PATY1,5/26/2022,phe,60.7
PATY,C-PATY2,5/26/2022,phe,427
PATY,C-PATY2,5/26/2022,phe,426
PATY,C-PATY3,5/26/2022,phe,1470
PATY,C-PATY3,5/26/2022,phe,1480
PATY,C-PATY1,5/27/2022,phe,51.4
PATY,C-PATY2,5/27/2022,phe,442
PATY,C-PATY3,5/27/2022,phe,1480
PATY,C-PATY1,5/28/2022,phe,57.5
PATY,C-PATY2,5/28/2022,phe,448
PATY,C-PATY3,5/28/2022,phe,1530
PATY,C-PATY1,5/29/2022,phe,56
PATY,C-PATY2,5/29/2022,phe,444
PATY,C-PATY3,5/29/2022,phe,1580
PATY,C-PATY1,6/2/2022,phe,58.9
PATY,C-PATY2,6/2/2022,phe,482
PATY,C-PATY3,6/2/2022,phe,1480
PATY,C-PATY1,6/3/2022,phe,56.6
PATY,C-PATY2,6/3/2022,phe,459
PATY,C-PATY3,6/3/2022,phe,1400
PATY,C-PATY1,6/4/2022,phe,50.9
PATY,C-PATY2,6/4/2022,phe,477
PATY,C-PATY3,6/4/2022,phe,1590
PATY,C-PATY1,6/5/2022,phe,71.8
PATY,C-PATY2,6/5/2022,phe,481
PATY,C-PATY3,6/5/2022,phe,1430
PATY,C-PATY1,6/8/2022,phe,61.1
PATY,C-PATY2,6/8/2022,phe,531
PATY,C-PATY3,6/8/2022,phe,1350
PATY,C-PATY1,6/9/2022,phe,54
PATY,C-PATY2,6/9/2022,phe,483
PATY,C-PATY3,6/9/2022,phe,1360
PATY,C-PATY1,6/10/2022,phe,62.2
PATY,C-PATY2,6/10/2022,phe,449
PATY,C-PATY3,6/10/2022,phe,1400
PATY,C-PATY1,6/11/2022,phe,60.6
PATY,C-PATY2,6/11/2022,phe,487
PATY,C-PATY3,6/11/2022,phe,1510
PATY,C-PATY1,6/12/2022,phe,53.3
PATY,C-PATY2,6/12/2022,phe,436
PATY,C-PATY3,6/12/2022,phe,1480
PATY,C-PATY1,6/15/2022,phe,58.8
PATY,C-PATY2,6/15/2022,phe,446
PATY,C-PATY3,6/15/2022,phe,1540
PATY,C-PATY1,6/16/2022,phe,62
PATY,C-PATY2,6/16/2022,phe,457
PATY,C-PATY3,6/16/2022,phe,1470
PATY,C-PATY1,6/17/2022,phe,66.5
PATY,C-PATY2,6/17/2022,phe,460
PATY,C-PATY3,6/17/2022,phe,1450
PATY,C-PATY1,6/18/2022,phe,57.5
PATY,C-PATY2,6/18/2022,phe,447
PATY,C-PATY3,6/18/2022,phe,1480
PATY,C-PATY1,6/19/2022,phe,60.2
PATY,C-PATY2,6/19/2022,phe,432
PATY,C-PATY3,6/19/2022,phe,1530
PATY,C-PATY1,6/22/2022,phe,62.5
PATY,C-PATY2,6/22/2022,phe,441
PATY,C-PATY3,6/22/2022,phe,1470
PATY,C-PATY1,6/23/2022,phe,55.1
PATY,C-PATY2,6/23/2022,phe,423
PATY,C-PATY3,6/23/2022,phe,1420
PATY,C-PATY1,6/24/2022,phe,54.3
PATY,C-PATY2,6/24/2022,phe,439
PATY,C-PATY3,6/24/2022,phe,1340
PATY,C-PATY1,6/25/2022,phe,67.3
PATY,C-PATY2,6/25/2022,phe,462
PATY,C-PATY3,6/25/2022,phe,1560
PATY,C-PATY1,6/26/2022,phe,61.2
PATY,C-PATY2,6/26/2022,phe,451
PATY,C-PATY3,6/26/2022,phe,1500
PATY,C-PATY1,6/29/2022,phe,66
PATY,C-PATY2,6/29/2022,phe,451
PATY,C-PATY3,6/29/2022,phe,1520
PATY,C-PATY1,6/30/2022,phe,55.8
PATY,C-PATY2,6/30/2022,phe,433
PATY,C-PATY3,6/30/2022,phe,1590
PATY,C-PATY1,7/1/2022,phe,63.4
PATY,C-PATY2,7/1/2022,phe,460
PATY,C-PATY3,7/1/2022,phe,1470
PATY,C-PATY1,7/2/2022,phe,59.6
PATY,C-PATY2,7/2/2022,phe,483
PATY,C-PATY3,7/2/2022,phe,1450
PATY,C-PATY1,7/3/2022,phe,63
PATY,C-PATY2,7/3/2022,phe,455
PATY,C-PATY3,7/3/2022,phe,1410
PATY,C-PATY1,7/7/2022,phe,63.7
PATY,C-PATY2,7/7/2022,phe,478
PATY,C-PATY3,7/7/2022,phe,1410
PATY,C-PATY1,7/8/2022,phe,65
PATY,C-PATY2,7/8/2022,phe,450
PATY,C-PATY3,7/8/2022,phe,1420
PATY,C-PATY1,7/9/2022,phe,60.5
PATY,C-PATY2,7/9/2022,phe,506
PATY,C-PATY3,7/9/2022,phe,1350
PATY,C-PATY1,7/10/2022,phe,64.9
PATY,C-PATY2,7/10/2022,phe,475
PATY,C-PATY3,7/10/2022,phe,1390
PATY,C-PATY1,7/13/2022,phe,62.4
PATY,C-PATY2,7/13/2022,phe,512
PATY,C-PATY3,7/13/2022,phe,1390
PATY,C-PATY1,7/14/2022,phe,60.4
PATY,C-PATY2,7/14/2022,phe,489
PATY,C-PATY3,7/14/2022,phe,1380
PATY,C-PATY1,7/15/2022,phe,52.7
PATY,C-PATY2,7/15/2022,phe,464
PATY,C-PATY3,7/15/2022,phe,1370
PATY,C-PATY1,7/16/2022,phe,57.8
PATY,C-PATY2,7/16/2022,phe,438
PATY,C-PATY3,7/16/2022,phe,1350
PATY,C-PATY1,7/17/2022,phe,53.6
PATY,C-PATY1,7/17/2022,phe,57.7
PATY,C-PATY2,7/17/2022,phe,403
PATY,C-PATY2,7/17/2022,phe,467
PATY,C-PATY3,7/17/2022,phe,1290
PATY,C-PATY3,7/17/2022,phe,1390
PATY,C-PATY1,7/20/2022,phe,48.4
PATY,C-PATY2,7/20/2022,phe,436
PATY,C-PATY3,7/20/2022,phe,1320
PATY,C-PATY1,7/21/2022,phe,54.1
PATY,C-PATY2,7/21/2022,phe,410
PATY,C-PATY3,7/21/2022,phe,1440
PATY,C-PATY1,7/22/2022,phe,57.6
PATY,C-PATY2,7/22/2022,phe,422
PATY,C-PATY3,7/22/2022,phe,1370
PATY,C-PATY1,7/23/2022,phe,57
PATY,C-PATY1,7/23/2022,phe,58.6
PATY,C-PATY2,7/23/2022,phe,410
PATY,C-PATY2,7/23/2022,phe,458
PATY,C-PATY3,7/23/2022,phe,1200
PATY,C-PATY3,7/23/2022,phe,1430
PATY,C-PATY1,7/24/2022,phe,54.5
PATY,C-PATY2,7/24/2022,phe,441
PATY,C-PATY3,7/24/2022,phe,1480
PATY,C-PATY1,7/27/2022,phe,57.1
PATY,C-PATY2,7/27/2022,phe,459
PATY,C-PATY3,7/27/2022,phe,1400
PATY,C-PATY1,7/28/2022,phe,53.1
PATY,C-PATY2,7/28/2022,phe,435
PATY,C-PATY3,7/28/2022,phe,1400
PATY,C-PATY1,7/29/2022,phe,54.5
PATY,C-PATY2,7/29/2022,phe,453
PATY,C-PATY3,7/29/2022,phe,1490
PATY,C-PATY1,7/30/2022,phe,51.5
PATY,C-PATY2,7/30/2022,phe,454
PATY,C-PATY3,7/30/2022,phe,1280
PATY,C-PATY1,7/31/2022,phe,61.5
PATY,C-PATY2,7/31/2022,phe,460
PATY,C-PATY3,7/31/2022,phe,1350
PATY,C-PATY1,7/29/2021,phe,55.5
PATY,C-PATY2,7/29/2021,phe,427
PATY,C-PATY3,7/29/2021,phe,1330
PATY,C-PATY1,7/30/2021,phe,58.9
PATY,C-PATY2,7/30/2021,phe,447
PATY,C-PATY3,7/30/2021,phe,1350
PATY,C-PATY1,7/31/2021,phe,56.3
PATY,C-PATY2,7/31/2021,phe,441
PATY,C-PATY3,7/31/2021,phe,1520
PATY,C-PATY1,8/1/2021,phe,54.7
PATY,C-PATY2,8/1/2021,phe,421
PATY,C-PATY3,8/1/2021,phe,1390
PATY,C-PATY1,8/2/2021,phe,55.5
PATY,C-PATY2,8/2/2021,phe,419
PATY,C-PATY3,8/2/2021,phe,1340
PATY,C-PATY1,8/5/2021,phe,56.7
PATY,C-PATY2,8/5/2021,phe,428
PATY,C-PATY3,8/5/2021,phe,1310
PATY,C-PATY1,8/6/2021,phe,52.5
PATY,C-PATY2,8/6/2021,phe,415
PATY,C-PATY3,8/6/2021,phe,1350
PATY,C-PATY1,8/7/2021,phe,50
PATY,C-PATY2,8/7/2021,phe,460
PATY,C-PATY3,8/7/2021,phe,1340
PATY,C-PATY1,8/8/2021,phe,58.3
PATY,C-PATY2,8/8/2021,phe,448
PATY,C-PATY3,8/8/2021,phe,1380
PATY,C-PATY1,8/9/2021,phe,54.7
PATY,C-PATY2,8/9/2021,phe,470
PATY,C-PATY3,8/9/2021,phe,1390
PATY,C-PATY1,8/12/2021,phe,54
PATY,C-PATY2,8/12/2021,phe,465
PATY,C-PATY3,8/12/2021,phe,1440
PATY,C-PATY1,8/13/2021,phe,51.4
PATY,C-PATY2,8/13/2021,phe,481
PATY,C-PATY3,8/13/2021,phe,1420
PATY,C-PATY1,8/14/2021,phe,54.1
PATY,C-PATY2,8/14/2021,phe,450
PATY,C-PATY3,8/14/2021,phe,1300
PATY,C-PATY1,8/15/2021,phe,60.5
PATY,C-PATY1,8/15/2021,phe,65.2
PATY,C-PATY2,8/15/2021,phe,441
PATY,C-PATY2,8/15/2021,phe,461
PATY,C-PATY3,8/15/2021,phe,1480
PATY,C-PATY3,8/15/2021,phe,1500
PATY,C-PATY1,8/16/2021,phe,55.4
PATY,C-PATY2,8/16/2021,phe,475
PATY,C-PATY3,8/16/2021,phe,1350
PATY,C-PATY1,8/19/2021,phe,56.5
PATY,C-PATY2,8/19/2021,phe,443
PATY,C-PATY3,8/19/2021,phe,1390
PATY,C-PATY1,8/21/2021,phe,53.2
PATY,C-PATY2,8/21/2021,phe,426
PATY,C-PATY3,8/21/2021,phe,1380
